word,level,meaning,field,example_index,situation,ko,current_tl,reason
문구점,2,文具店,examples.tl,9,価格について尋ねるとき,문구점 아주머니께 색연필 가격을 물어봤습니다.,문구점 아주머니께 색연필 가격을 물어봤습니다.,same_as_korean
문장,2,文,example_tl,,韓国語の授業で,선생님께서 이 문장의 주어를 찾아보라고 하셨습니다.,선생님께서 이 문장의 주어를 찾아보라고 하셨습니다.,same_as_korean
문장,2,文,examples.tl,1,韓国語の授業で,선생님께서 이 문장의 주어를 찾아보라고 하셨습니다.,선생님께서 이 문장의 주어를 찾아보라고 하셨습니다.,same_as_korean
문장,2,文,examples.tl,10,プレゼンテーションの準備をするとき,발표할 내용을 문장으로 정리해서 외웠습니다.,발표할 내용을 문장으로 정리해서 외웠습니다.,same_as_korean
문장,2,文,examples.tl,2,書くとき,짧고 명확한 문장으로 글을 쓰는 것이 좋습니다.,짧고 명확한 문장으로 글을 쓰는 것이 좋습니다.,same_as_korean
문장,2,文,examples.tl,4,韓国語を学ぶとき,새로운 단어를 배우면 예문 문장을 만들어 봅니다.,새로운 단어를 배우면 예문 문장을 만들어 봅니다.,same_as_korean
문장,2,文,examples.tl,5,読むとき,이 책에는 아름다운 문장이 많이 있습니다.,이 책에는 아름다운 문장이 많이 있습니다.,same_as_korean
문장,2,文,examples.tl,6,作文の宿題をするとき,주어진 단어로 문장을 만드는 숙제를 했습니다.,주어진 단어로 문장을 만드는 숙제를 했습니다.,same_as_korean
문장,2,文,examples.tl,7,間違いを修正するとき,이 문장에 문법 오류가 있으니 다시 써 주세요.,이 문장에 문법 오류가 있으니 다시 써 주세요.,same_as_korean
문장,2,文,examples.tl,8,詩を読むとき,시의 첫 번째 문장이 매우 인상적이었습니다.,시의 첫 번째 문장이 매우 인상적이었습니다.,same_as_korean
문장,2,文,examples.tl,9,日記を書くとき,오늘 일기를 쓰면서 긴 문장을 완성했습니다.,오늘 일기를 쓰면서 긴 문장을 완성했습니다.,same_as_korean
문제,2,問題、質問,example_tl,,試験を受けるとき,시험 문제가 너무 어려워서 다 풀지 못했습니다.,시험 문제가 너무 어려워서 다 풀지 못했습니다.,same_as_korean
문제,2,問題、質問,examples.tl,1,試験を受けるとき,시험 문제가 너무 어려워서 다 풀지 못했습니다.,시험 문제가 너무 어려워서 다 풀지 못했습니다.,same_as_korean
문제,2,問題、質問,examples.tl,10,クイズを解くとき,퀴즈 문제 열 개 중에서 여덟 개를 맞혔습니다.,퀴즈 문제 열 개 중에서 여덟 개를 맞혔습니다.,same_as_korean
문제,2,問題、質問,examples.tl,2,困難に遭遇したとき,갑자기 컴퓨터에 문제가 생겨서 수리를 맡겼습니다.,갑자기 컴퓨터에 문제가 생겨서 수리를 맡겼습니다.,same_as_korean
문제,2,問題、質問,examples.tl,3,数学を勉強するとき,수학 문제를 혼자서 풀어 보려고 노력했습니다.,수학 문제를 혼자서 풀어 보려고 노력했습니다.,same_as_korean
문제,2,問題、質問,examples.tl,4,友達と口論するとき,두 사람 사이에 문제가 생겨서 선생님께 도움을 요청했습니다.,두 사람 사이에 문제가 생겨서 선생님께 도움을 요청했습니다.,same_as_korean
문제,2,問題、質問,examples.tl,5,環境について話すとき,환경 문제는 우리 모두가 함께 해결해야 합니다.,환경 문제는 우리 모두가 함께 해결해야 합니다.,same_as_korean
문제,2,問題、質問,examples.tl,6,健康上の問題があるとき,건강에 문제가 있으면 빨리 병원에 가야 합니다.,건강에 문제가 있으면 빨리 병원에 가야 합니다.,same_as_korean
문제,2,問題、質問,examples.tl,7,宿題をするとき,어려운 문제는 선생님께 질문하는 것이 좋습니다.,어려운 문제는 선생님께 질문하는 것이 좋습니다.,same_as_korean
문제,2,問題、質問,examples.tl,8,面接を受けるとき,면접관이 어려운 문제를 질문해서 당황했습니다.,면접관이 어려운 문제를 질문해서 당황했습니다.,same_as_korean
문제,2,問題、質問,examples.tl,9,競合を解決するとき,이 문제를 해결하기 위해 회의를 열었습니다.,이 문제를 해결하기 위해 회의를 열었습니다.,same_as_korean
문화,2,文化,example_tl,,海外旅行時,외국에 가면 그 나라의 문화를 직접 경험할 수 있습니다.,외국에 가면 그 나라의 문화를 직접 경험할 수 있습니다.,same_as_korean
문화,2,文化,examples.tl,1,海外旅行時,외국에 가면 그 나라의 문화를 직접 경험할 수 있습니다.,외국에 가면 그 나라의 문화를 직접 경험할 수 있습니다.,same_as_korean
문화,2,文化,examples.tl,10,交換留学生プログラム中,문화 교류를 통해 새로운 친구를 많이 사귀었습니다.,문화 교류를 통해 새로운 친구를 많이 사귀었습니다.,same_as_korean
문화,2,文化,examples.tl,2,韓国を紹介するとき,한국 문화 중에서 음식 문화가 특히 유명합니다.,한국 문화 중에서 음식 문화가 특히 유명합니다.,same_as_korean
문화,2,文化,examples.tl,3,授業中,사회 시간에 다양한 나라의 문화를 배웠습니다.,사회 시간에 다양한 나라의 문화를 배웠습니다.,same_as_korean
문화,2,文化,examples.tl,4,本を読むとき,이 책은 동양과 서양의 문화 차이를 설명하고 있습니다.,이 책은 동양과 서양의 문화 차이를 설명하고 있습니다.,same_as_korean
문화,2,文化,examples.tl,5,イベント参加時,학교에서 세계 문화 축제를 열었습니다.,학교에서 세계 문화 축제를 열었습니다.,same_as_korean
문화,2,文化,examples.tl,6,音楽を聴くとき,케이팝은 한국 문화를 세계에 알리는 데 도움이 됩니다.,케이팝은 한국 문화를 세계에 알리는 데 도움이 됩니다.,same_as_korean
문화,2,文化,examples.tl,7,伝統を守るとき,우리는 전통 문화를 잘 보존해야 합니다.,우리는 전통 문화를 잘 보존해야 합니다.,same_as_korean
문화,2,文化,examples.tl,8,移民について話すとき,다른 문화를 이해하면 서로를 더 잘 존중할 수 있습니다.,다른 문화를 이해하면 서로를 더 잘 존중할 수 있습니다.,same_as_korean
문화,2,文化,examples.tl,9,美術館で,박물관에서 우리나라의 전통 문화를 배울 수 있습니다.,박물관에서 우리나라의 전통 문화를 배울 수 있습니다.,same_as_korean
묻다,2,尋ねる、埋める,example_tl,,道がわからないとき,지나가는 사람에게 길을 묻었습니다.,지나가는 사람에게 길을 묻었습니다.,same_as_korean
묻다,2,尋ねる、埋める,examples.tl,1,道がわからないとき,지나가는 사람에게 길을 묻었습니다.,지나가는 사람에게 길을 묻었습니다.,same_as_korean
묻다,2,尋ねる、埋める,examples.tl,10,意見を求めるときは,어떤 색이 더 예쁜지 어머니께 물었습니다.,어떤 색이 더 예쁜지 어머니께 물었습니다.,same_as_korean
묻다,2,尋ねる、埋める,examples.tl,2,情報を得るとき,선생님께 숙제에 대해 묻고 싶습니다.,선생님께 숙제에 대해 묻고 싶습니다.,same_as_korean
묻다,2,尋ねる、埋める,examples.tl,3,葬儀で,할아버지를 고향 땅에 묻었습니다.,할아버지를 고향 땅에 묻었습니다.,same_as_korean
묻다,2,尋ねる、埋める,examples.tl,4,秘密を隠すとき,오래된 비밀을 마음속 깊이 묻어 두었습니다.,오래된 비밀을 마음속 깊이 묻어 두었습니다.,same_as_korean
묻다,2,尋ねる、埋める,examples.tl,5,料金を知りたいときは,가게 직원에게 물건 가격을 물었습니다.,가게 직원에게 물건 가격을 물었습니다.,same_as_korean
묻다,2,尋ねる、埋める,examples.tl,7,種を植えるとき,꽃씨를 화분에 묻고 물을 줬습니다.,꽃씨를 화분에 묻고 물을 줬습니다.,same_as_korean
묻다,2,尋ねる、埋める,examples.tl,8,面接を受けるとき,기자가 대통령에게 여러 가지를 물었습니다.,기자가 대통령에게 여러 가지를 물었습니다.,same_as_korean
묻다,2,尋ねる、埋める,examples.tl,9,理由を知りたいとき,왜 늦었는지 친구에게 물어봤습니다.,왜 늦었는지 친구에게 물어봤습니다.,same_as_korean
물,2,水,example_tl,,喉が渇いたとき,운동을 하고 나서 차가운 물을 마셨습니다.,운동을 하고 나서 차가운 물을 마셨습니다.,same_as_korean
물,2,水,examples.tl,1,喉が渇いたとき,운동을 하고 나서 차가운 물을 마셨습니다.,운동을 하고 나서 차가운 물을 마셨습니다.,same_as_korean
물,2,水,examples.tl,2,調理するとき,냄비에 물을 붓고 라면을 끓였습니다.,냄비에 물을 붓고 라면을 끓였습니다.,same_as_korean
물,2,水,examples.tl,3,植物に水をやるとき,매일 아침 화분에 물을 주는 것이 습관입니다.,매일 아침 화분에 물을 주는 것이 습관입니다.,same_as_korean
물,2,水,examples.tl,4,環境保護について話すとき,물은 소중한 자원이니 아껴 써야 합니다.,물은 소중한 자원이니 아껴 써야 합니다.,same_as_korean
물,2,水,examples.tl,5,洗顔時,아침에 일어나서 찬물로 세수를 했습니다.,아침에 일어나서 찬물로 세수를 했습니다.,same_as_korean
미안하다,2,ごめんなさい,examples.tl,10,友達に正直になるとき,먼저 화를 낸 것이 미안해서 사과했습니다.,먼저 화를 낸 것이 미안해서 사과했습니다.,same_as_korean
미안하다,2,ごめんなさい,examples.tl,6,忘れたとき,중요한 약속을 잊어버려서 너무 미안합니다.,중요한 약속을 잊어버려서 너무 미안합니다.,same_as_korean
미안하다,2,ごめんなさい,examples.tl,7,ご迷惑をおかけする場合,소란을 피워서 이웃들에게 미안합니다.,소란을 피워서 이웃들에게 미안합니다.,same_as_korean
미안하다,2,ごめんなさい,examples.tl,8,難しいお願いをするときは,바쁠 텐데 부탁을 드려서 미안합니다.,바쁠 텐데 부탁을 드려서 미안합니다.,same_as_korean
미안하다,2,ごめんなさい,examples.tl,9,事故を起こしたとき,실수로 발을 밟아서 미안합니다.,실수로 발을 밟아서 미안합니다.,same_as_korean
미안합니다,2,ごめんなさい。,example_tl,,誰かにぶつかったとき,길에서 사람과 부딪혀서 미안합니다라고 말했습니다.,길에서 사람과 부딪혀서 미안합니다라고 말했습니다.,same_as_korean
미안합니다,2,ごめんなさい。,examples.tl,1,誰かにぶつかったとき,길에서 사람과 부딪혀서 미안합니다라고 말했습니다.,길에서 사람과 부딪혀서 미안합니다라고 말했습니다.,same_as_korean
미안합니다,2,ごめんなさい。,examples.tl,10,席を譲るとき,"먼저 앉아서 미안합니다, 자리를 바꿔 드릴게요.","먼저 앉아서 미안합니다, 자리를 바꿔 드릴게요.",same_as_korean
미안합니다,2,ごめんなさい。,examples.tl,2,遅刻したとき,수업에 늦게 들어오면서 선생님께 미안합니다라고 했습니다.,수업에 늦게 들어오면서 선생님께 미안합니다라고 했습니다.,same_as_korean
미안합니다,2,ごめんなさい。,examples.tl,3,間違いを犯したとき,서류를 잘못 작성해서 담당자에게 미안합니다라고 했습니다.,서류를 잘못 작성해서 담당자에게 미안합니다라고 했습니다.,same_as_korean
미안합니다,2,ごめんなさい。,examples.tl,4,電話番号を間違えたとき,전화를 잘못 걸어서 미안합니다라고 하고 끊었습니다.,전화를 잘못 걸어서 미안합니다라고 하고 끊었습니다.,same_as_korean
미안합니다,2,ごめんなさい。,examples.tl,5,公共の場でトラブルを起こしたとき,식당에서 큰 소리로 말해서 주변 사람들에게 미안합니다라고 했습니다.,식당에서 큰 소리로 말해서 주변 사람들에게 미안합니다라고 했습니다.,same_as_korean
미안합니다,2,ごめんなさい。,examples.tl,6,ご依頼をお断りする場合,도와드리지 못하게 되어서 미안합니다.,도와드리지 못하게 되어서 미안합니다.,same_as_korean
미안합니다,2,ごめんなさい。,examples.tl,7,人を待たせるとき,오래 기다리게 해서 정말 미안합니다.,오래 기다리게 해서 정말 미안합니다.,same_as_korean
미안합니다,2,ごめんなさい。,examples.tl,8,何かが破損したとき,친구의 책을 망가뜨려서 미안합니다.,친구의 책을 망가뜨려서 미안합니다.,same_as_korean
미안합니다,2,ごめんなさい。,examples.tl,9,約束を守れないとき,약속을 지키지 못해서 미안합니다.,약속을 지키지 못해서 미안합니다.,same_as_korean
미용실,2,美容室、ヘアサロン,example_tl,,散髪するとき,머리가 많이 자라서 미용실에 갔습니다.,머리가 많이 자라서 미용실에 갔습니다.,same_as_korean
