level,word,meaning,field,example_index,situation,ko,current_tl,proposed_tl,reason,issue_count_for_word
3,고객,顧客。クライアント,examples.tl,6,苦情の処理,고객이 제품 불량으로 환불을 요청했다.,고객이 제품 불량으로 환불을 요청했다.,,same_as_korean,11
3,고객,顧客。クライアント,examples.tl,7,カスタマーサービスセンター,궁금한 점이 있으면 고객 센터로 전화하세요.,궁금한 점이 있으면 고객 센터로 전화하세요.,,same_as_korean,11
3,고객,顧客。クライアント,examples.tl,8,オンラインショッピング,온라인 쇼핑몰은 고객 리뷰를 중요하게 여긴다.,온라인 쇼핑몰은 고객 리뷰를 중요하게 여긴다.,,same_as_korean,11
3,고객,顧客。クライアント,examples.tl,9,調査,매장 출구에서 고객 만족도 설문을 진행했다.,매장 출구에서 고객 만족도 설문을 진행했다.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,example_tl,,いりごま,참깨를 볶으면 고소한 향이 나요.,참깨를 볶으면 고소한 향이 나요.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,examples.tl,1,いりごま,참깨를 볶으면 고소한 향이 나요.,참깨를 볶으면 고소한 향이 나요.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,examples.tl,10,食べ物の推薦,고소한 맛을 좋아한다면 깨소금을 뿌려 보세요.,고소한 맛을 좋아한다면 깨소금을 뿌려 보세요.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,examples.tl,2,豆腐料理,기름에 두부를 부치면 겉이 바삭하고 고소해요.,기름에 두부를 부치면 겉이 바삭하고 고소해요.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,examples.tl,3,食べ物の味を表現する,이 나물은 참기름을 넣어서 고소한 맛이 나요.,이 나물은 참기름을 넣어서 고소한 맛이 나요.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,examples.tl,4,パンの匂い,빵이 구워지면서 고소한 냄새가 났어요.,빵이 구워지면서 고소한 냄새가 났어요.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,examples.tl,5,ナッツスナック,호두와 땅콩이 고소해서 자꾸 손이 가요.,호두와 땅콩이 고소해서 자꾸 손이 가요.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,examples.tl,6,テンジャンスープの味,된장국이 구수하고 고소해서 아침마다 먹어요.,된장국이 구수하고 고소해서 아침마다 먹어요.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,examples.tl,7,チャーハンを作る,참기름을 두른 볶음밥은 정말 고소해요.,참기름을 두른 볶음밥은 정말 고소해요.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,examples.tl,8,コーヒーの香り,갓 볶은 원두는 고소한 향이 진하게 나요.,갓 볶은 원두는 고소한 향이 진하게 나요.,,same_as_korean,11
3,고소하다,ナッツのような、香ばしい、トースト（心地よい豊かな風味を表現）,examples.tl,9,韓国チヂミ料理,파전이 고소하고 바삭해서 맛있어요.,파전이 고소하고 바삭해서 맛있어요.,,same_as_korean,11
3,고용,雇用;雇用,example_tl,,経済ニュース,정부는 고용 창출을 위한 정책을 발표했습니다.,정부는 고용 창출을 위한 정책을 발표했습니다.,,same_as_korean,6
3,고용,雇用;雇用,examples.tl,1,経済ニュース,정부는 고용 창출을 위한 정책을 발표했습니다.,정부는 고용 창출을 위한 정책을 발표했습니다.,,same_as_korean,6
3,고용,雇用;雇用,examples.tl,2,会社説明会,이 회사는 올해 신입사원 고용을 늘릴 예정입니다.,이 회사는 올해 신입사원 고용을 늘릴 예정입니다.,,same_as_korean,6
3,고용,雇用;雇用,examples.tl,3,労働法講義,고용 계약은 법적으로 보호를 받습니다.,고용 계약은 법적으로 보호를 받습니다.,,same_as_korean,6
3,고용,雇用;雇用,examples.tl,4,人事部の業務,인사부에서 고용 관련 서류를 처리합니다.,인사부에서 고용 관련 서류를 처리합니다.,,same_as_korean,6
3,고용,雇用;雇用,examples.tl,5,ジョブフェア,고용 기회를 찾아 많은 사람들이 박람회에 왔습니다.,고용 기회를 찾아 많은 사람들이 박람회에 왔습니다.,,same_as_korean,6
3,고원,高原、高原,example_tl,,地理の説明,티베트 고원은 세계에서 가장 높은 고원으로 유명하다.,티베트 고원은 세계에서 가장 높은 고원으로 유명하다.,,same_as_korean,11
3,고원,高原、高原,examples.tl,1,地理の説明,티베트 고원은 세계에서 가장 높은 고원으로 유명하다.,티베트 고원은 세계에서 가장 높은 고원으로 유명하다.,,same_as_korean,11
3,고원,高原、高原,examples.tl,10,環境保護,고원 생태계를 보호하기 위한 국제적 노력이 필요하다.,고원 생태계를 보호하기 위한 국제적 노력이 필요하다.,,same_as_korean,11
3,고원,高原、高原,examples.tl,2,気候の特徴,고원 지대는 같은 위도의 평지보다 기온이 낮다.,고원 지대는 같은 위도의 평지보다 기온이 낮다.,,same_as_korean,11
3,고원,高原、高原,examples.tl,3,農業活動,이 고원에서는 감자와 보리를 주로 재배한다.,이 고원에서는 감자와 보리를 주로 재배한다.,,same_as_korean,11
3,고원,高原、高原,examples.tl,4,旅行体験アクティビティ,고원 지대를 여행하면서 숨이 차는 경험을 했다.,고원 지대를 여행하면서 숨이 차는 경험을 했다.,,same_as_korean,11
3,고원,高原、高原,examples.tl,5,生態系,고원의 독특한 환경에는 특별한 동식물이 산다.,고원의 독특한 환경에는 특별한 동식물이 산다.,,same_as_korean,11
3,고원,高原、高原,examples.tl,6,地形について学ぶ,지리 수업에서 고원의 형성 원인을 배웠다.,지리 수업에서 고원의 형성 원인을 배웠다.,,same_as_korean,11
3,고원,高原、高原,examples.tl,7,気象現象,고원 지대에는 갑작스러운 기상 변화가 자주 일어난다.,고원 지대에는 갑작스러운 기상 변화가 자주 일어난다.,,same_as_korean,11
3,고원,高原、高原,examples.tl,8,畜産,넓은 고원에서 양과 소를 방목하는 모습을 볼 수 있었다.,넓은 고원에서 양과 소를 방목하는 모습을 볼 수 있었다.,,same_as_korean,11
3,고원,高原、高原,examples.tl,9,登山,고원 지대를 지나 정상에 오르는 데 이틀이 걸렸다.,고원 지대를 지나 정상에 오르는 데 이틀이 걸렸다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,example_tl,,事故の後,교통사고로 다리에 골절이 생겼습니다.,교통사고로 다리에 골절이 생겼습니다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,examples.tl,1,事故の後,교통사고로 다리에 골절이 생겼습니다.,교통사고로 다리에 골절이 생겼습니다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,examples.tl,10,手術を決める,심한 골절이라 수술이 필요하다는 진단을 받았습니다.,심한 골절이라 수술이 필요하다는 진단을 받았습니다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,examples.tl,2,緊急治療室,넘어져서 손목 골절로 응급실에 갔습니다.,넘어져서 손목 골절로 응급실에 갔습니다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,examples.tl,3,治療期間,골절이 완전히 낫기까지 6주가 걸렸습니다.,골절이 완전히 낫기까지 6주가 걸렸습니다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,examples.tl,4,X線検査,의사가 골절 여부를 확인하기 위해 엑스레이를 찍었습니다.,의사가 골절 여부를 확인하기 위해 엑스레이를 찍었습니다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,examples.tl,5,ギプスを着けている,골절 치료를 위해 팔에 깁스를 했습니다.,골절 치료를 위해 팔에 깁스를 했습니다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,examples.tl,6,スポーツによる怪我,축구를 하다가 발목 골절을 당했습니다.,축구를 하다가 발목 골절을 당했습니다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,examples.tl,7,高齢者の健康,노인들은 낙상으로 인한 골절에 주의해야 합니다.,노인들은 낙상으로 인한 골절에 주의해야 합니다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,examples.tl,8,骨密度,골밀도가 낮으면 골절이 쉽게 생길 수 있습니다.,골밀도가 낮으면 골절이 쉽게 생길 수 있습니다.,,same_as_korean,11
3,골절,骨折;骨の骨折または亀裂,examples.tl,9,リハビリテーション治療,골절 후 재활 치료를 통해 정상적으로 걸을 수 있게 되었습니다.,골절 후 재활 치료를 통해 정상적으로 걸을 수 있게 되었습니다.,,same_as_korean,11
3,관광지,観光名所。観光地,example_tl,,旅行の勧め,제주도는 국내에서 가장 유명한 관광지 중 하나예요.,제주도는 국내에서 가장 유명한 관광지 중 하나예요.,,same_as_korean,11
3,관광지,観光名所。観光地,examples.tl,1,旅行の勧め,제주도는 국내에서 가장 유명한 관광지 중 하나예요.,제주도는 국내에서 가장 유명한 관광지 중 하나예요.,,same_as_korean,11
3,관광지,観光名所。観光地,examples.tl,10,写真を撮る,그 관광지에서 찍은 사진이 SNS에서 많은 반응을 얻었어요.,그 관광지에서 찍은 사진이 SNS에서 많은 반응을 얻었어요.,,same_as_korean,11
3,관광지,観光名所。観光地,examples.tl,2,旅行の計画,이번 여행에서 꼭 가봐야 할 관광지를 미리 조사했어요.,이번 여행에서 꼭 가봐야 할 관광지를 미리 조사했어요.,,same_as_korean,11
3,관광지,観光名所。観光地,examples.tl,3,友達の推薦,경복궁은 외국인 관광객에게 인기 있는 관광지예요.,경복궁은 외국인 관광객에게 인기 있는 관광지예요.,,same_as_korean,11
3,관광지,観光名所。観光地,examples.tl,4,旅行レビュー,그 관광지는 사진으로 보던 것보다 훨씬 아름다웠어요.,그 관광지는 사진으로 보던 것보다 훨씬 아름다웠어요.,,same_as_korean,11
3,관광지,観光名所。観光地,examples.tl,5,地域情報,이 도시에는 역사적인 관광지가 많아서 볼거리가 풍부해요.,이 도시에는 역사적인 관광지가 많아서 볼거리가 풍부해요.,,same_as_korean,11
3,관광지,観光名所。観光地,examples.tl,6,旅行会社のご案内,이 패키지 투어는 주요 관광지를 모두 포함하고 있습니다.,이 패키지 투어는 주요 관광지를 모두 포함하고 있습니다.,,same_as_korean,11
3,관광지,観光名所。観光地,examples.tl,7,週末のお出かけ,주말에 근처 관광지에 드라이브하러 갔어요.,주말에 근처 관광지에 드라이브하러 갔어요.,,same_as_korean,11
3,관광지,観光名所。観光地,examples.tl,8,観光案内所,이 지도에 표시된 관광지를 모두 돌아보려면 이틀이 필요해요.,이 지도에 표시된 관광지를 모두 돌아보려면 이틀이 필요해요.,,same_as_korean,11
3,관광지,観光名所。観光地,examples.tl,9,旅行の準備,성수기에는 관광지가 붐비니까 평일에 방문하는 게 나아요.,성수기에는 관광지가 붐비니까 평일에 방문하는 게 나아요.,,same_as_korean,11
3,교통수단,交通手段。交通手段,example_tl,,都市生活,서울은 대중 교통수단이 잘 발달되어 있어요.,서울은 대중 교통수단이 잘 발달되어 있어요.,,same_as_korean,10
3,교통수단,交通手段。交通手段,examples.tl,1,都市生活,서울은 대중 교통수단이 잘 발달되어 있어요.,서울은 대중 교통수단이 잘 발달되어 있어요.,,same_as_korean,10
3,교통수단,交通手段。交通手段,examples.tl,10,子供と話す,"비행기, 기차, 배 모두 교통수단이에요.","비행기, 기차, 배 모두 교통수단이에요.",,same_as_korean,10
